ID,item_cnt_month
0,0.131133812653691
1,0
2,0.131869544206706
3,0.03125
4,0
5,0.14001094096783
6,0.0973154362416108
7,0.0760133195544839
8,0.546031636324523
9,0
10,1.32069496313801
11,0.0303030303030303
12,0.284811027883
13,0.303958127305775
14,1.9836273330987
15,1.22346069315093
16,0
17,0.0537345513164965
18,0.388486554775529
19,0.177914110429448
20,0.70393189609845
21,0
22,1.87665313304725
23,0.282348730913095
24,0.173268393536867
25,0
26,0
27,0.717525620971311
28,0.363783725926479
29,0.192263500574493
30,0.153673139072802
31,0
32,0.436499884461189
33,0.909830181126646
34,0.0833333333333333
35,0.0434782608695652
36,0.0467289719626168
37,0.405064024744634
38,0.0377358490566038
39,0.0344827586206897
40,0.063758389261745
41,1.8795375886141
42,3.59249797308889
43,4.7170131478345
44,0.0380622837370242
45,0
46,0.770518032570015
47,0.0643541289153508
48,0.0445079624336464
49,0.238336258989707
50,0.0972991326665634
51,0.0303030303030303
52,0.387401236985455
53,0.0447427293064877
54,3.30653870011721
55,0.345637583892617
56,1.01771576049181
57,0.680803928274961
58,0.479865771812081
59,0.708053691275168
60,0.271812080536913
61,0.236145897414347
62,0.265583865321377
63,0.0918315575849823
64,0
65,0
66,0.457851147294697
67,0.0416666666666667
68,0.0380622837370242
69,0.796616647332375
70,0
71,0.147058823529412
72,0.11915676736144
73,2.66648213780402
74,0
75,0
76,0.119161480510973
77,0
78,0.674344834257897
79,0.0449826989619377
80,0.155547660606435
81,0.223916204587076
82,0.0932806324110672
83,0.0669956886771046
84,1.6248880842957
85,1.38439475606444
86,1.05609825585714
87,0.135780907905894
88,3.06152369641542
89,1.57200092318476
90,0.101937613397726
91,0.0294117647058824
92,0.259715682407162
93,0.03125
94,0.358977259871026
95,0.0581395348837209
96,0.0416666666666667
97,0.600708721032699
98,0.463938944054724
99,4.14418793753646
100,2.5027500692354
101,0.0588235294117647
102,0.1820630591162
103,0.0294117647058824
104,0.0648088139987038
105,0
106,0
107,1.73929820351334
108,0.0702493853178785
109,0
110,0.0543746910528917
111,0
112,0
113,0
114,0.620216636949329
115,0.100125148878799
116,0
117,0.153368206605133
118,1.65253422204177
119,0.0515198351365276
120,0.121951219512195
121,0.0596658711217184
122,0.112023290444694
123,0.289990615914317
124,0.14696427660262
125,0.0981528462108252
126,0
127,0.105263157894737
128,0
129,0.156788962057071
130,0.0294117647058824
131,0
132,0.0294117647058824
133,0.235294117647059
134,0.0626174076393237
135,0.0294117647058824
136,0.0303030303030303
137,0
138,0.0626107884894816
139,0
140,0.0933011899876898
141,0.0655172413793104
142,0.218560125890633
143,0.0303030303030303
144,0
145,0
146,0
147,0.0810450389384574
148,0
149,0
150,0.161238310222509
151,0
152,0.470588235294118
153,0.0346020761245675
154,0
155,0.285062275096751
156,0.119242999456104
157,0.0454545454545455
158,0.113636363636364
159,0.0714285714285714
160,0
161,0.0303030303030303
162,0
163,0.451885508322472
164,0.219900108050894
165,0.188679245283019
166,0.0514305404835499
167,0.102354145342886
168,0
169,0.411874198564166
170,0.0303030303030303
171,0.817907275643495
172,0.0693880666402992
173,0.528434353919191
174,0.916394239214496
175,1.55389044652247
176,0.119916730448308
177,0
178,0.208537394606854
179,0.037037037037037
180,0.0882352941176471
181,0.209878169245966
182,0
183,0.2683859776295
184,0.0990687537150782
185,0
186,0.0440528634361234
187,0.200125229146707
188,0
189,0
190,0
191,0.225608746065927
192,0.063758389261745
193,0.0498640072529465
194,0.0454545454545455
195,0.134615384615385
196,0.0294117647058824
197,1.26360326629545
198,0.474494157396476
199,0
200,0
201,0
202,0.262525276223032
203,0.408810344935569
204,0.0736746483324848
205,0
206,0
207,0.05
208,1.10582165030788
209,0.166403584703906
210,0.116182572614108
211,0.040650406504065
212,0.0480769230769231
213,0.0294117647058824
214,0.0421940928270042
215,0.468676287990961
216,0.222216562534437
217,0.489256485466787
218,2.92638668523382
219,1.71109904390411
220,0.103800772116796
221,0
222,0
223,0.0451934124856377
224,0.511394035272993
225,0.109190368578977
226,0.116212232039866
227,0
228,0.0625
229,0
230,0
231,0.511809700692736
232,0
233,0.147625432791925
234,0
235,0.0419847328244275
236,0.12441858273712
237,0.219716972194779
238,0.0294117647058824
239,0.645518962796406
240,0.0579496364977347
241,0.121721587088097
242,0
243,0
244,0
245,0.308079011465611
